,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,Major College,Subject College,Withdrew No MT,Dropped no MT,Dropped no Fin,Final Grade Number,Mid Term Grade Number
3908,3908,Registered,ARCH,16841,KC,B,B-,ARCH,FM,Fall 2025,FR,ARCH 16841,CotA,CAED,False,False,False,3.0,2.7
3909,3909,Registered,ARCH,16841,KC,A,,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,
3910,3910,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3911,3911,Registered,ARCH,16841,KC,A,B+,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,3.3
3912,3912,Registered,ARCH,16841,KC,A,A-,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,3.7
3913,3913,Registered,ARCH,16841,KC,B,B+,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.0,3.3
3914,3914,Registered,ARCH,16841,KC,A,A,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,4.0,4.0
3915,3915,Registered,ARCH,16841,KC,F,,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,0.0,
3916,3916,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3917,3917,Registered,ARCH,16841,KC,A,A,ARCH,COMA,Fall 2025,SO,ARCH 16841,CAED,CAED,False,False,False,4.0,4.0
3918,3918,Registered,ARCH,16841,KC,A-,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.7,4.0
3919,3919,Registered,ARCH,16841,KC,A,A-,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,3.7
3920,3920,Registered,ARCH,16841,KC,C,C-,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,2.0,1.7
3921,3921,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3922,3922,Registered,ARCH,16841,KC,A-,A-,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.7,3.7
3923,3923,Registered,ARCH,16841,KC,SF,D,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,0.0,1.0
3924,3924,Registered,ARCH,16841,KC,B,A-,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,3.0,3.7
3925,3925,Registered,ARCH,16841,KC,A,C,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,2.0
3926,3926,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3927,3927,Registered,ARCH,16841,KC,A,A,ARCH,VCD,Fall 2025,SO,ARCH 16841,CCI,CAED,False,False,False,4.0,4.0
3928,3928,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3929,3929,Registered,ARCH,16841,KC,B,B,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,3.0,3.0
3930,3930,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3931,3931,Registered,ARCH,16841,KC,A-,A-,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.7,3.7
3932,3932,Registered,ARCH,16841,KC,A,F,ARCH,OTH,Fall 2025,SR,ARCH 16841,Other,CAED,False,False,False,4.0,0.0
3933,3933,Stopped Attending - Failed,ARCH,16841,KC,W,F,ARCH,OTH,Fall 2025,SR,ARCH 16841,Other,CAED,False,False,False,0.0,0.0
3934,3934,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,SR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3935,3935,Registered,ARCH,16841,KC,A-,A,ARCH,OTH,Fall 2025,SR,ARCH 16841,Other,CAED,False,False,False,3.7,4.0
3936,3936,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3937,3937,Registered,ARCH,16841,KC,A,,ARCH,DMP,Fall 2025,JR,ARCH 16841,CCI,CAED,False,False,False,4.0,
3938,3938,Registered,ARCH,16841,KC,C,D,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,2.0,1.0
3939,3939,Std Withdrawn,ARCH,16841,KC,A-,,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.7,
3940,3940,Registered,ARCH,16841,KC,A,A,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,4.0,4.0
3941,3941,Registered,ARCH,16841,KC,B,A,ARCH,COMM,Fall 2025,FR,ARCH 16841,CCI,CAED,False,False,False,3.0,4.0
3942,3942,Registered,ARCH,16841,KC,B,B,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,3.0,3.0
3943,3943,Registered,ARCH,16841,KC,C,B,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,2.0,3.0
3944,3944,Registered,ARCH,16841,KC,B,B+,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,3.0,3.3
3945,3945,Registered,ARCH,16841,KC,A,,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,4.0,
3946,3946,Registered,ARCH,16841,KC,A,A-,ARCH,COMA,Fall 2025,FR,ARCH 16841,CAED,CAED,False,False,False,4.0,3.7
3947,3947,Registered,ARCH,16841,KC,B,,ARCH,OTH,Fall 2025,JR,ARCH 16841,Other,CAED,False,False,False,3.0,
3948,3948,Registered,ARCH,16841,KC,A,A-,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,3.7
3949,3949,Registered,ARCH,16841,KC,A,B+,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,3.3
3950,3950,Registered,ARCH,16841,KC,A-,B-,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.7,2.7
3951,3951,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,JR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3952,3952,Registered,ARCH,16841,KC,B-,A-,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,2.7,3.7
3953,3953,Registered,ARCH,16841,KC,A,A-,ARCH,OTH,Fall 2025,JR,ARCH 16841,Other,CAED,False,False,False,4.0,3.7
3954,3954,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3955,3955,Registered,ARCH,16841,KC,A-,,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.7,
3956,3956,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3957,3957,Registered,ARCH,16841,KC,A,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3958,3958,Registered,ARCH,16841,KC,A,A,ARCH,VCD,Fall 2025,JR,ARCH 16841,CCI,CAED,False,False,False,4.0,4.0
3959,3959,Registered,ARCH,16841,KC,B,,ARCH,COMA,Fall 2025,SR,ARCH 16841,CAED,CAED,False,False,False,3.0,
3960,3960,Registered,ARCH,16841,KC,S,S,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,4.0
3961,3961,Registered,ARCH,16841,KC,C-,A,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,1.7,4.0
3962,3962,Registered,ARCH,16841,KC,B+,A-,ARCH,COMA,Fall 2025,SO,ARCH 16841,CAED,CAED,False,False,False,3.3,3.7
3963,3963,Registered,ARCH,16841,KC,B+,A,ARCH,OTH,Fall 2025,SO,ARCH 16841,Other,CAED,False,False,False,3.3,4.0
3964,3964,Registered,ARCH,16841,KC,C-,,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,1.7,
3965,3965,Registered,ARCH,16841,KC,A,D,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,4.0,1.0
3966,3966,Registered,ARCH,16841,KC,B,B,ARCH,OTH,Fall 2025,FR,ARCH 16841,Other,CAED,False,False,False,3.0,3.0
