,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,Major College,Subject College,Withdrew No MT,Dropped no MT,Dropped no Fin,Final Grade Number,Mid Term Grade Number
32362,32362,Never Attended - Failed,EMAT,19538,KC,,F,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,0.0
32363,32363,Registered,EMAT,19538,KC,,D,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,1.0
32364,32364,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,4.0
32365,32365,Registered,EMAT,19538,KC,,,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,
32366,32366,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32367,32367,Registered,EMAT,19538,KC,,A-,EMAT,DMP,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.7
32368,32368,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SR,EMAT 19538,Other,CCI,False,False,False,,4.0
32369,32369,Registered,EMAT,19538,KC,,A,EMAT,DMP,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32370,32370,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32371,32371,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SR,EMAT 19538,Other,CCI,False,False,False,,4.0
32372,32372,Registered,EMAT,19538,KC,,F,EMAT,COMM,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,0.0
32373,32373,Registered,EMAT,19538,KC,,S,EMAT,FD,Spring 2026,SR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32374,32374,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32375,32375,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,SR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32376,32376,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32377,32377,Registered,EMAT,19538,KC,,B,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,3.0
32378,32378,Registered,EMAT,19538,KC,,C,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,2.0
32379,32379,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,4.0
32380,32380,Registered,EMAT,19538,KC,,F,EMAT,OTH,Spring 2026,JR,EMAT 19538,Other,CCI,False,False,False,,0.0
32381,32381,Registered,EMAT,19538,KC,,,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,
32382,32382,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.7
32383,32383,Registered,EMAT,19538,KC,,B+,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.3
32384,32384,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32385,32385,Registered,EMAT,19538,KC,,B+,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.3
32386,32386,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32387,32387,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SR,EMAT 19538,Other,CCI,False,False,False,,4.0
32388,32388,Registered,EMAT,19538,KC,,C+,EMAT,COMM,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,2.3
32389,32389,Registered,EMAT,19538,KC,,B,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,3.0
32390,32390,Registered,EMAT,19538,KC,,F,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,0.0
32391,32391,Registered,EMAT,19538,KC,,B+,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.3
32392,32392,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,4.0
32393,32393,Registered,EMAT,19538,KC,,,EMAT,FM,Spring 2026,SR,EMAT 19538,CotA,CCI,False,False,False,,
32394,32394,Std Dropped,EMAT,19538,KC,DR,DR,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,True,True,,
32395,32395,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32396,32396,Never Attended - Failed,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SR,EMAT 19538,Other,CCI,False,False,False,,4.0
32397,32397,Registered,EMAT,19538,KC,,A,EMAT,JNL,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32398,32398,Registered,EMAT,19538,KC,,A,EMAT,ADV,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32399,32399,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32400,32400,Registered,EMAT,19538,KC,,B,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.0
32401,32401,Registered,EMAT,19538,KC,,F,EMAT,FD,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,0.0
32402,32402,Registered,EMAT,19538,KC,A,,EMAT,OTH,Spring 2026,JR,EMAT 19538,Other,CCI,False,False,False,4.0,
32403,32403,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,4.0
32404,32404,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32405,32405,Registered,EMAT,19538,KC,,,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,
32406,32406,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,4.0
32407,32407,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32408,32408,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32409,32409,Registered,EMAT,19538,KC,,B,EMAT,OTH,Spring 2026,SR,EMAT 19538,Other,CCI,False,False,False,,3.0
32410,32410,Registered,EMAT,19538,KC,,A,EMAT,DMP,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32411,32411,Registered,EMAT,19538,KC,,C+,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,2.3
32412,32412,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32413,32413,Registered,EMAT,19538,KC,,D,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,1.0
32414,32414,Registered,EMAT,19538,KC,,B-,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,2.7
32415,32415,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32416,32416,Registered,EMAT,19538,KC,,B,EMAT,COMM,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,3.0
32417,32417,Registered,EMAT,19538,KC,A,,EMAT,OTH,Spring 2026,JR,EMAT 19538,Other,CCI,False,False,False,4.0,
32418,32418,Registered,EMAT,19538,KC,,A-,EMAT,OTH,Spring 2026,JR,EMAT 19538,Other,CCI,False,False,False,,3.7
32419,32419,Registered,EMAT,19538,KC,,F,EMAT,EMAT,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,0.0
32420,32420,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32421,32421,Registered,EMAT,19538,KC,,A-,EMAT,PR,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.7
32422,32422,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32423,32423,Registered,EMAT,19538,KC,,B+,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,3.3
32424,32424,Registered,EMAT,19538,KC,,C-,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,1.7
32425,32425,Registered,EMAT,19538,KC,,D,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,1.0
32426,32426,Registered,EMAT,19538,KC,,B+,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,3.3
32427,32427,Registered,EMAT,19538,KC,,D,EMAT,FM,Spring 2026,SR,EMAT 19538,CotA,CCI,False,False,False,,1.0
32428,32428,Registered,EMAT,19538,KC,,A,EMAT,THEA,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32429,32429,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32430,32430,Stopped Attending - Failed,EMAT,19538,KC,W,W,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,True,False,False,0.0,0.0
32431,32431,Registered,EMAT,19538,KC,,A,EMAT,JNL,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32432,32432,Registered,EMAT,19538,KC,,C,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,2.0
32433,32433,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32434,32434,Registered,EMAT,19538,KC,,D,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,1.0
32435,32435,Registered,EMAT,19538,KC,,A-,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.7
32436,32436,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32437,32437,Registered,EMAT,19538,KC,,B-,EMAT,JNL,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,2.7
32438,32438,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32439,32439,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32440,32440,Registered,EMAT,19538,KC,,B+,EMAT,VCD,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.3
32441,32441,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32442,32442,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32443,32443,Registered,EMAT,19538,KC,,D,EMAT,JNL,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,1.0
32444,32444,Registered,EMAT,19538,KC,,B+,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.3
32445,32445,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32446,32446,Registered,EMAT,19538,KC,,C+,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,2.3
32447,32447,Registered,EMAT,19538,KC,,C+,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,2.3
32448,32448,Registered,EMAT,19538,KC,,A,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32449,32449,Registered,EMAT,19538,KC,,A,EMAT,EMAT,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32450,32450,Registered,EMAT,19538,KC,,A,EMAT,JNL,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32451,32451,Registered,EMAT,19538,KC,,C-,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,1.7
32452,32452,Registered,EMAT,19538,KC,,B+,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.3
32453,32453,Registered,EMAT,19538,KC,,A,EMAT,THEA,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32454,32454,Registered,EMAT,19538,KC,,B,EMAT,PR,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.0
32455,32455,Registered,EMAT,19538,KC,,A,EMAT,VCD,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32456,32456,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32457,32457,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32458,32458,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32459,32459,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,4.0
32460,32460,Registered,EMAT,19538,KC,,,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,
32461,32461,Registered,EMAT,19538,KC,,A,EMAT,VCD,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32462,32462,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32463,32463,Registered,EMAT,19538,KC,B,,EMAT,EMAT,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,3.0,
32464,32464,Registered,EMAT,19538,KC,,B,EMAT,JNL,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.0
32465,32465,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32466,32466,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.7
32467,32467,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32468,32468,Registered,EMAT,19538,KC,,D,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,1.0
32469,32469,Registered,EMAT,19538,KC,,C,EMAT,ADV,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,2.0
32470,32470,Registered,EMAT,19538,KC,,A,EMAT,VCD,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32471,32471,Registered,EMAT,19538,KC,,A-,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.7
32472,32472,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,4.0
32473,32473,Registered,EMAT,19538,KC,,A-,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.7
32474,32474,Registered,EMAT,19538,KC,,,EMAT,ADV,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,
32475,32475,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32476,32476,Registered,EMAT,19538,KC,,C+,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,2.3
32477,32477,Registered,EMAT,19538,KC,,A,EMAT,ADV,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32478,32478,Registered,EMAT,19538,KC,,B+,EMAT,COMM,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,3.3
32479,32479,Registered,EMAT,19538,KC,,A,EMAT,ID,Spring 2026,JR,EMAT 19538,CAED,CCI,False,False,False,,4.0
32480,32480,Registered,EMAT,19538,KC,,B,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,3.0
32481,32481,Registered,EMAT,19538,KC,,A-,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32482,32482,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,False,False,,4.0
32483,32483,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,FR,EMAT 19538,Other,CCI,False,False,False,,4.0
32484,32484,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32485,32485,Registered,EMAT,19538,KC,,B+,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.3
32486,32486,Registered,EMAT,19538,KC,,B,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,3.0
32487,32487,Registered,EMAT,19538,KC,,B+,EMAT,VCD,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.3
32488,32488,Registered,EMAT,19538,KC,,A,EMAT,DMP,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32489,32489,Registered,EMAT,19538,KC,,B,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,3.0
32490,32490,Registered,EMAT,19538,KC,,A-,EMAT,ADV,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.7
32491,32491,Registered,EMAT,19538,KC,,A,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32492,32492,Registered,EMAT,19538,KC,,A,EMAT,VCD,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32493,32493,Registered,EMAT,19538,KC,,F,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,0.0
32494,32494,Stopped Attending - Failed,EMAT,19538,KC,W,W,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,True,False,False,0.0,0.0
32495,32495,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32496,32496,Registered,EMAT,19538,KC,,A-,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,3.7
32497,32497,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32498,32498,Registered,EMAT,19538,KC,,A-,EMAT,JNL,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.7
32499,32499,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32500,32500,Stopped Attending - Failed,EMAT,19538,KC,W,C+,EMAT,PR,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,0.0,2.3
32501,32501,Registered,EMAT,19538,KC,,A,EMAT,COMM,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,4.0
32502,32502,Registered,EMAT,19538,KC,,F,EMAT,PR,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,0.0
32503,32503,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32504,32504,Registered,EMAT,19538,KC,,F,EMAT,EMAT,Spring 2026,JR,EMAT 19538,CCI,CCI,False,False,False,,0.0
32505,32505,Registered,EMAT,19538,KC,,C-,EMAT,COMM,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,1.7
32506,32506,Registered,EMAT,19538,KC,,A,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32507,32507,Registered,EMAT,19538,KC,,A,EMAT,OTH,Spring 2026,SO,EMAT 19538,Other,CCI,False,False,False,,4.0
32508,32508,Registered,EMAT,19538,KC,,A-,EMAT,PR,Spring 2026,FR,EMAT 19538,CCI,CCI,False,False,False,,3.7
32509,32509,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32510,32510,Registered,EMAT,19538,KC,,A,EMAT,FM,Spring 2026,FR,EMAT 19538,CotA,CCI,False,False,False,,4.0
32511,32511,Std Dropped,EMAT,19538,KC,DR,DR,EMAT,FM,Spring 2026,SO,EMAT 19538,CotA,CCI,False,True,True,,
32512,32512,Registered,EMAT,19538,KC,,B,EMAT,FM,Spring 2026,JR,EMAT 19538,CotA,CCI,False,False,False,,3.0
32513,32513,Registered,EMAT,19538,KC,,B+,EMAT,JNL,Spring 2026,SO,EMAT 19538,CCI,CCI,False,False,False,,3.3
32514,32514,Registered,EMAT,19538,KC,,A,EMAT,PR,Spring 2026,SR,EMAT 19538,CCI,CCI,False,False,False,,4.0
32515,32515,Registered,EMAT,21440,KC,A,A,EMAT,OTH,Fall 2022,SO,EMAT 21440,Other,CCI,False,False,False,4.0,4.0
32516,32516,Registered,EMAT,21440,KC,A-,A,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,3.7,4.0
32517,32517,Registered,EMAT,21440,KC,B,C+,EMAT,VCD,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,3.0,2.3
32518,32518,Registered,EMAT,21440,KC,A,B+,EMAT,ADV,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,4.0,3.3
32519,32519,Registered,EMAT,21440,KC,C+,F,EMAT,OTH,Fall 2022,FR,EMAT 21440,Other,CCI,False,False,False,2.3,0.0
32520,32520,Registered,EMAT,21440,KC,A-,A,EMAT,DMP,Fall 2022,SO,EMAT 21440,CCI,CCI,False,False,False,3.7,4.0
32521,32521,Registered,EMAT,21440,KC,C,C+,EMAT,VCD,Fall 2022,FR,EMAT 21440,CCI,CCI,False,False,False,2.0,2.3
32522,32522,Registered,EMAT,21440,KC,A,A,EMAT,ADV,Fall 2022,SR,EMAT 21440,CCI,CCI,False,False,False,4.0,4.0
32523,32523,Registered,EMAT,21440,KC,B,C+,EMAT,COMM,Fall 2022,SR,EMAT 21440,CCI,CCI,False,False,False,3.0,2.3
32524,32524,Registered,EMAT,21440,KC,A,A-,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,4.0,3.7
32525,32525,Registered,EMAT,21440,KC,A,A,EMAT,OTH,Fall 2022,JR,EMAT 21440,Other,CCI,False,False,False,4.0,4.0
32526,32526,Registered,EMAT,21440,KC,A,A,EMAT,COMM,Fall 2022,SR,EMAT 21440,CCI,CCI,False,False,False,4.0,4.0
32527,32527,Registered,EMAT,21440,KC,A,A,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,4.0,4.0
32528,32528,Registered,EMAT,21440,KC,C+,B-,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,2.3,2.7
32529,32529,Registered,EMAT,21440,KC,A-,B,EMAT,EMAT,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,3.7,3.0
32530,32530,Registered,EMAT,21440,KC,B,A,EMAT,EMAT,Fall 2022,SO,EMAT 21440,CCI,CCI,False,False,False,3.0,4.0
32531,32531,Registered,EMAT,21440,KC,B+,B+,EMAT,EMAT,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,3.3,3.3
32532,32532,Registered,EMAT,21440,KC,B-,C,EMAT,JNL,Fall 2022,FR,EMAT 21440,CCI,CCI,False,False,False,2.7,2.0
32533,32533,Registered,EMAT,21440,KC,A,A,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,4.0,4.0
32534,32534,Registered,EMAT,21440,KC,A,A,EMAT,VCD,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,4.0,4.0
32535,32535,Registered,EMAT,21440,KC,A,A,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,4.0,4.0
32536,32536,Registered,EMAT,21440,KC,A-,A-,EMAT,COMM,Fall 2022,SO,EMAT 21440,CCI,CCI,False,False,False,3.7,3.7
32537,32537,Registered,EMAT,21440,KC,A-,B+,EMAT,DMP,Fall 2022,SR,EMAT 21440,CCI,CCI,False,False,False,3.7,3.3
32538,32538,Registered,EMAT,21440,KC,B,B,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,3.0,3.0
32539,32539,Registered,EMAT,21440,KC,A,B,EMAT,VCD,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,4.0,3.0
32540,32540,Registered,EMAT,21440,KC,B-,B,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,2.7,3.0
32541,32541,Registered,EMAT,21440,KC,B,A,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,3.0,4.0
32542,32542,Registered,EMAT,21440,KC,C+,A,EMAT,PR,Fall 2022,SR,EMAT 21440,CCI,CCI,False,False,False,2.3,4.0
32543,32543,Registered,EMAT,21440,KC,B,A,EMAT,OTH,Fall 2022,JR,EMAT 21440,Other,CCI,False,False,False,3.0,4.0
32544,32544,Registered,EMAT,21440,KC,B+,B,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,3.3,3.0
32545,32545,Std Withdrawn,EMAT,21440,KC,A,,EMAT,OTH,Fall 2022,SR,EMAT 21440,Other,CCI,False,False,False,4.0,
32546,32546,Registered,EMAT,21440,KC,C+,B,EMAT,VCD,Fall 2022,SO,EMAT 21440,CCI,CCI,False,False,False,2.3,3.0
32547,32547,Registered,EMAT,21440,KC,A,B,EMAT,VCD,Fall 2022,FR,EMAT 21440,CCI,CCI,False,False,False,4.0,3.0
32548,32548,Registered,EMAT,21440,KC,C,D,EMAT,VCD,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,2.0,1.0
32549,32549,Registered,EMAT,21440,KC,A,A,EMAT,DMP,Fall 2022,SO,EMAT 21440,CCI,CCI,False,False,False,4.0,4.0
32550,32550,Registered,EMAT,21440,KC,C+,A-,EMAT,VCD,Fall 2022,FR,EMAT 21440,CCI,CCI,False,False,False,2.3,3.7
32551,32551,Registered,EMAT,21440,KC,A,,EMAT,OTH,Fall 2022,SO,EMAT 21440,Other,CCI,False,False,False,4.0,
32552,32552,Registered,EMAT,21440,KC,A-,A,EMAT,DMP,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,3.7,4.0
32553,32553,Registered,EMAT,21440,KC,A,F,EMAT,DMP,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,4.0,0.0
32554,32554,Registered,EMAT,21440,KC,B,A-,EMAT,VCD,Fall 2022,FR,EMAT 21440,CCI,CCI,False,False,False,3.0,3.7
32555,32555,Registered,EMAT,21440,KC,B,F,EMAT,DMP,Fall 2022,SO,EMAT 21440,CCI,CCI,False,False,False,3.0,0.0
32556,32556,Registered,EMAT,21440,KC,A-,A-,EMAT,VCD,Fall 2022,JR,EMAT 21440,CCI,CCI,False,False,False,3.7,3.7
