,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class
0,RW,AED,22860,KC,A-,B,ARCH,ID,202280,FR
1,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
2,RW,AED,22860,KC,A,A,ARCH,OTH,202280,JR
3,RW,AED,22860,KC,F,B,ARCH,ID,202280,SO
4,RW,AED,22860,KC,B,B,ARCH,ID,202280,FR
5,RW,AED,22860,KC,B,,ARCH,ID,202280,FR
6,RW,AED,22860,KC,A,A-,ARCH,ID,202280,FR
7,RW,AED,22860,KC,A-,B,ARCH,ID,202280,FR
8,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
9,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
10,RW,AED,22860,KC,B,A,ARCH,ID,202280,FR
11,RW,AED,22860,KC,,C,ARCH,ID,202280,FR
12,RW,AED,22860,KC,D+,C+,ARCH,ID,202280,FR
13,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
14,RW,AED,22860,KC,C,D,ARCH,ID,202280,FR
15,RW,AED,22860,KC,B,B,ARCH,ID,202280,FR
16,RW,AED,22860,KC,F,B,ARCH,ID,202280,FR
17,RW,AED,22860,KC,A,A,ARCH,ID,202280,SO
18,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
19,RW,AED,22860,KC,B-,C,ARCH,ID,202280,SO
20,RW,AED,22860,KC,A-,A-,ARCH,ID,202280,FR
21,RW,AED,22860,KC,A,A-,ARCH,ID,202280,JR
22,RW,AED,22860,KC,F,B+,ARCH,ID,202280,FR
23,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
24,RW,AED,22860,KC,A,B-,ARCH,ID,202280,FR
25,RW,AED,22860,KC,B,A,ARCH,ID,202280,FR
26,RW,AED,22860,KC,B+,B+,ARCH,ID,202280,FR
27,RW,AED,22860,KC,B+,B+,ARCH,ID,202280,FR
28,RW,AED,22860,KC,C-,A,ARCH,ID,202280,FR
29,RW,AED,22860,KC,C,A,ARCH,ID,202280,FR
30,RE,AED,22860,KC,A,A,ARCH,ID,202280,FR
31,WW,AED,22860,KC,W,D,ARCH,ID,202280,SO
32,RW,AED,22860,KC,A,A-,ARCH,ID,202280,FR
33,RW,AED,22860,KC,B-,C-,ARCH,ID,202280,FR
34,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
35,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
36,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
37,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
38,RW,AED,22860,KC,B-,B,ARCH,ID,202280,FR
39,RW,AED,22860,KC,C-,C+,ARCH,ID,202280,FR
40,RW,AED,22860,KC,B,,ARCH,ID,202280,JR
41,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
42,RW,AED,22860,KC,C+,C+,ARCH,ID,202280,FR
43,RW,AED,22860,KC,C,C,ARCH,ID,202280,FR
44,RW,AED,22860,KC,A,A-,ARCH,ID,202280,FR
45,RW,AED,22860,KC,B-,,ARCH,ID,202280,FR
46,RW,AED,22860,KC,A,,ARCH,ID,202280,FR
47,RW,AED,22860,KC,C,A,ARCH,ID,202280,FR
48,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
49,RW,AED,22860,KC,B-,C,ARCH,ID,202280,SO
50,RW,AED,22860,KC,A,,ARCH,ID,202280,FR
51,RW,AED,22860,KC,A,,ARCH,ID,202280,SO
52,RW,AED,22860,KC,A-,B,ARCH,ID,202280,SO
53,RW,AED,22860,KC,A,B-,ARCH,ID,202280,FR
54,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
55,RW,AED,22860,KC,B-,B-,ARCH,ID,202280,FR
56,RW,AED,22860,KC,C+,A,ARCH,ID,202280,FR
57,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
58,RW,AED,22860,KC,C,,ARCH,ID,202280,FR
59,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
60,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
61,RW,AED,22860,KC,C,F,ARCH,ID,202280,FR
62,RW,AED,22860,KC,C-,C-,ARCH,ID,202280,FR
63,RW,AED,22860,KC,A,B+,ARCH,ID,202280,FR
64,RW,AED,22860,KC,A-,B+,ARCH,ID,202280,JR
65,RW,AED,22860,KC,C,B,ARCH,ID,202280,JR
66,RW,AED,22860,KC,B+,A-,ARCH,ID,202280,FR
67,RW,AED,22860,KC,A,A,ARCH,ID,202280,SO
68,RW,AED,22860,KC,B+,B,ARCH,ID,202280,FR
69,RW,AED,22860,KC,B-,C,ARCH,ID,202280,FR
70,RW,AED,22860,KC,A-,A,ARCH,ID,202280,FR
71,RW,AED,22860,KC,A,A,ARCH,ID,202280,SO
72,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
73,RW,AED,22860,KC,B+,A,ARCH,ID,202280,FR
74,RW,AED,22860,KC,A,A-,ARCH,ID,202280,FR
75,RW,AED,22860,KC,F,,ARCH,ID,202280,SO
76,RW,AED,22860,KC,C+,A-,ARCH,ID,202280,FR
77,RW,AED,22860,KC,D+,,ARCH,ID,202280,FR
78,WW,AED,22860,KC,W,F,ARCH,ID,202280,FR
79,RW,AED,22860,KC,B,,ARCH,ID,202280,FR
80,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
81,RW,AED,22860,KC,B,B+,ARCH,ID,202280,FR
82,RW,AED,22860,KC,B,A-,ARCH,ID,202280,FR
83,RW,AED,22860,KC,A-,B+,ARCH,ID,202280,FR
84,RW,AED,22860,KC,A-,A,ARCH,ID,202280,FR
85,RW,AED,22860,KC,A-,A,ARCH,ID,202280,FR
86,RW,AED,22860,KC,A,B+,ARCH,ID,202280,FR
87,RW,AED,22860,KC,B,C+,ARCH,ID,202280,FR
88,RW,AED,22860,KC,B,,ARCH,ID,202280,FR
89,RW,AED,22860,KC,,A,ARCH,ID,202280,JR
90,RW,AED,22860,KC,B,,ARCH,ID,202280,FR
91,WW,AED,22860,KC,W,B+,ARCH,ID,202280,FR
92,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
93,RW,AED,22860,KC,A,,ARCH,ID,202280,FR
94,RW,AED,22860,KC,B,A,ARCH,ID,202280,FR
95,RW,AED,22860,KC,F,B,ARCH,ID,202280,FR
96,RW,AED,22860,KC,B+,B,ARCH,ID,202280,FR
97,RW,AED,22860,KC,B,B,ARCH,ID,202280,FR
98,RW,AED,22860,KC,B-,C+,ARCH,ID,202280,FR
99,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
100,RW,AED,22860,KC,A-,A,ARCH,ID,202280,FR
101,RW,AED,22860,KC,A,A,ARCH,ID,202280,FR
102,RW,AED,22860,KC,S,S,ARCH,ID,202280,FR
103,RW,AED,22860,KC,,A,ARCH,ID,202310,FR
104,RW,AED,22860,KC,D+,D,ARCH,OTH,202310,FR
105,RW,AED,22860,KC,C+,D+,ARCH,ID,202310,SO
106,RW,AED,22860,KC,D,B,ARCH,ID,202310,FR
107,RW,AED,22860,KC,A-,A,ARCH,OTH,202310,FR
108,RW,AED,22860,KC,A,A-,ARCH,OTH,202310,FR
109,RW,AED,22860,KC,B-,B,ARCH,OTH,202310,SO
110,WW,AED,22860,KC,W,F,ARCH,ID,202310,JR
111,WW,AED,22860,KC,W,F,ARCH,ID,202310,FR
112,RW,AED,22860,KC,C-,F,ARCH,ID,202310,SO
113,RW,AED,22860,KC,B,A-,ARCH,ID,202310,FR
114,RW,AED,22860,KC,A,A,ARCH,ID,202310,SO
115,RW,AED,22860,KC,B+,C+,ARCH,ID,202310,FR
116,RW,AED,22860,KC,C+,,ARCH,OTH,202310,FR
117,RW,AED,22860,KC,B-,A-,ARCH,ID,202380,FR
118,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
119,RW,AED,22860,KC,B-,B+,ARCH,ID,202380,FR
120,DD,AED,22860,KC,,,ARCH,ID,202380,SO
121,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
122,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
123,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
124,RW,AED,22860,KC,A,A,ARCH,OTH,202380,FR
125,RW,AED,22860,KC,A,A,ARCH,OTH,202380,SO
126,RW,AED,22860,KC,A-,B,ARCH,ID,202380,FR
127,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
128,RW,AED,22860,KC,B-,D+,ARCH,ID,202380,FR
129,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
130,RW,AED,22860,KC,S,S,ARCH,ID,202380,FR
131,RW,AED,22860,KC,F,,ARCH,ID,202380,FR
132,RW,AED,22860,KC,A,,ARCH,ID,202380,FR
133,RW,AED,22860,KC,A,A,ARCH,ID,202380,SO
134,RW,AED,22860,KC,F,A-,ARCH,ID,202380,FR
135,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
136,RW,AED,22860,KC,A,A,ARCH,OTH,202380,FR
137,RW,AED,22860,KC,,A-,ARCH,ID,202380,FR
138,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
139,RW,AED,22860,KC,A,,ARCH,ID,202380,FR
140,WW,AED,22860,KC,W,,ARCH,ID,202380,FR
141,RW,AED,22860,KC,B,A,ARCH,ID,202380,FR
142,RW,AED,22860,KC,C,F,ARCH,ID,202380,FR
143,RW,AED,22860,KC,B+,A-,ARCH,ID,202380,FR
144,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
145,RW,AED,22860,KC,C-,B+,ARCH,ID,202380,FR
146,RW,AED,22860,KC,F,F,ARCH,ID,202380,FR
147,RW,AED,22860,KC,A,,ARCH,ID,202380,FR
148,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
149,RW,AED,22860,KC,C,B-,ARCH,ID,202380,SO
150,RW,AED,22860,KC,A,F,ARCH,ID,202380,FR
151,RW,AED,22860,KC,A,A,ARCH,OTH,202380,FR
152,RW,AED,22860,KC,D+,F,ARCH,ID,202380,FR
153,RW,AED,22860,KC,A,F,ARCH,ID,202380,FR
154,RW,AED,22860,KC,A-,,ARCH,ID,202380,FR
155,RW,AED,22860,KC,B,B,ARCH,ID,202380,FR
156,RW,AED,22860,KC,A,A,ARCH,OTH,202380,FR
157,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
158,RW,AED,22860,KC,B,A-,ARCH,ID,202380,FR
159,RW,AED,22860,KC,B+,B+,ARCH,ID,202380,FR
160,RW,AED,22860,KC,A-,A,ARCH,ID,202380,FR
161,WW,AED,22860,KC,W,F,ARCH,ID,202380,FR
162,RW,AED,22860,KC,C-,B,ARCH,ID,202380,FR
163,RW,AED,22860,KC,C+,C-,ARCH,ID,202380,FR
164,RW,AED,22860,KC,B,B,ARCH,ID,202380,FR
165,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
166,RW,AED,22860,KC,C+,C,ARCH,ID,202380,FR
167,RW,AED,22860,KC,A-,B+,ARCH,ID,202380,JR
168,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
169,RW,AED,22860,KC,A,B-,ARCH,ID,202380,FR
170,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
171,RW,AED,22860,KC,B+,B-,ARCH,ID,202380,FR
172,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
173,DD,AED,22860,KC,,,ARCH,ID,202380,FR
174,RW,AED,22860,KC,B+,A,ARCH,OTH,202380,FR
175,RW,AED,22860,KC,B+,B,ARCH,ID,202380,FR
176,WW,AED,22860,KC,W,,ARCH,ID,202380,FR
177,RW,AED,22860,KC,C-,,ARCH,ID,202380,FR
178,RW,AED,22860,KC,F,F,ARCH,ID,202380,FR
179,RW,AED,22860,KC,A,A,ARCH,ID,202380,SO
180,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
181,RW,AED,22860,KC,A-,,ARCH,ID,202380,FR
182,RW,AED,22860,KC,F,C+,ARCH,ID,202380,FR
183,RW,AED,22860,KC,A-,B+,ARCH,ID,202380,FR
184,RW,AED,22860,KC,A,A,ARCH,ID,202380,SO
185,RW,AED,22860,KC,A,,ARCH,ID,202380,FR
186,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
187,RW,AED,22860,KC,B+,B,ARCH,ID,202380,FR
188,RW,AED,22860,KC,A-,B,ARCH,ID,202380,FR
189,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
190,RW,AED,22860,KC,B-,B,ARCH,ID,202380,FR
191,RW,AED,22860,KC,B+,A-,ARCH,OTH,202380,FR
192,RW,AED,22860,KC,B,B,ARCH,ID,202380,FR
193,RW,AED,22860,KC,A-,C-,ARCH,ID,202380,FR
194,W8,AED,22860,KC,,,ARCH,ID,202380,FR
195,RW,AED,22860,KC,C-,B-,ARCH,ID,202380,FR
196,RW,AED,22860,KC,A-,A-,ARCH,ID,202380,FR
197,RW,AED,22860,KC,A,A,ARCH,ID,202380,FR
198,RW,AED,22860,KC,B,,ARCH,ID,202380,FR
199,RW,AED,22860,KC,A,A-,ARCH,OTH,202410,FR
200,RW,AED,22860,KC,A,A,ARCH,ID,202410,SO
201,RW,AED,22860,KC,A,C-,ARCH,OTH,202410,FR
202,RW,AED,22860,KC,B,B,ARCH,OTH,202410,FR
203,RW,AED,22860,KC,A-,A-,ARCH,ID,202410,SO
204,RW,AED,22860,KC,A,,ARCH,ID,202410,FR
205,RW,AED,22860,KC,A-,A-,ARCH,ID,202410,SO
206,RW,AED,22860,KC,A,A,ARCH,ID,202410,SO
207,RW,AED,22860,KC,A,B,ARCH,OTH,202410,FR
208,RW,AED,22860,KC,A,A,ARCH,ID,202410,SO
209,RW,AED,22860,KC,A,A,ARCH,ID,202410,FR
210,RW,AED,22860,KC,A,A,ARCH,OTH,202410,FR
211,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
212,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
213,RW,AED,22860,KC,A-,A,ARCH,ID,202480,SO
214,RW,AED,22860,KC,B-,C+,ARCH,ID,202480,FR
215,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
216,RW,AED,22860,KC,A,A,ARCH,ID,202480,JR
217,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
218,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
219,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
220,RW,AED,22860,KC,C-,C-,ARCH,ID,202480,FR
221,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
222,RW,AED,22860,KC,B+,A,ARCH,ID,202480,JR
223,RW,AED,22860,KC,A-,A-,ARCH,ID,202480,FR
224,RW,AED,22860,KC,D,B,ARCH,OTH,202480,FR
225,RW,AED,22860,KC,C-,A,ARCH,ID,202480,FR
226,RW,AED,22860,KC,D,C-,ARCH,ARCH,202480,FR
227,W8,AED,22860,KC,,,ARCH,ID,202480,FR
228,RW,AED,22860,KC,A-,A,ARCH,ID,202480,FR
229,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
230,RW,AED,22860,KC,A,,ARCH,ID,202480,SO
231,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
232,RW,AED,22860,KC,D,F,ARCH,ID,202480,FR
233,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
234,RW,AED,22860,KC,A,A-,ARCH,ID,202480,FR
235,RW,AED,22860,KC,C,,ARCH,ID,202480,FR
236,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
237,RW,AED,22860,KC,F,B-,ARCH,OTH,202480,FR
238,RW,AED,22860,KC,B,B,ARCH,ID,202480,FR
239,RW,AED,22860,KC,A,,ARCH,ID,202480,FR
240,RW,AED,22860,KC,B+,A,ARCH,ID,202480,FR
241,RW,AED,22860,KC,A,,ARCH,ID,202480,SO
242,RW,AED,22860,KC,A,,ARCH,ID,202480,FR
243,RW,AED,22860,KC,B+,A,ARCH,ID,202480,FR
244,RW,AED,22860,KC,A-,B,ARCH,FM,202480,FR
245,RW,AED,22860,KC,B+,B,ARCH,ID,202480,FR
246,RW,AED,22860,KC,B,B,ARCH,ID,202480,FR
247,RW,AED,22860,KC,B-,B,ARCH,ID,202480,FR
248,RW,AED,22860,KC,C-,C,ARCH,ID,202480,FR
249,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
250,RW,AED,22860,KC,A,A,ARCH,ID,202480,SO
251,RW,AED,22860,KC,A-,B,ARCH,ID,202480,FR
252,RW,AED,22860,KC,F,B,ARCH,ID,202480,FR
253,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
254,RW,AED,22860,KC,A-,A-,ARCH,ID,202480,SO
255,RW,AED,22860,KC,C+,C-,ARCH,ID,202480,FR
256,RW,AED,22860,KC,B,A,ARCH,ID,202480,FR
257,RW,AED,22860,KC,A-,A,ARCH,ID,202480,FR
258,RW,AED,22860,KC,B,B,ARCH,OTH,202480,FR
259,RW,AED,22860,KC,F,F,ARCH,ID,202480,FR
260,RW,AED,22860,KC,A-,A-,ARCH,ID,202480,FR
261,RW,AED,22860,KC,D+,C+,ARCH,ID,202480,FR
262,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
263,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
264,RW,AED,22860,KC,B-,C+,ARCH,ID,202480,FR
265,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
266,RW,AED,22860,KC,B,B-,ARCH,ID,202480,FR
267,RW,AED,22860,KC,F,F,ARCH,OTH,202480,FR
268,RW,AED,22860,KC,A,B+,ARCH,ID,202480,FR
269,RW,AED,22860,KC,A,B+,ARCH,ID,202480,FR
270,WW,AED,22860,KC,W,,ARCH,ID,202480,SO
271,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
272,RW,AED,22860,KC,B,B,ARCH,ID,202480,FR
273,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
274,RW,AED,22860,KC,A-,A,ARCH,ID,202480,FR
275,WW,AED,22860,KC,W,F,ARCH,ID,202480,FR
276,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
277,RW,AED,22860,KC,A-,B,ARCH,ID,202480,FR
278,RW,AED,22860,KC,,C+,ARCH,ID,202480,FR
279,WW,AED,22860,KC,W,F,ARCH,ID,202480,FR
280,RW,AED,22860,KC,B,C+,ARCH,ID,202480,FR
281,RW,AED,22860,KC,A-,A,ARCH,ID,202480,FR
282,RW,AED,22860,KC,B-,C,ARCH,ID,202480,FR
283,ND,AED,22860,KC,,,ARCH,ID,202480,FR
284,RW,AED,22860,KC,A,A,ARCH,ID,202480,SO
285,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
286,RW,AED,22860,KC,B+,D,ARCH,ID,202480,FR
287,RW,AED,22860,KC,F,B,ARCH,ID,202480,FR
288,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
289,RW,AED,22860,KC,B+,A,ARCH,ARCH,202480,FR
290,RW,AED,22860,KC,B,B+,ARCH,ID,202480,FR
291,RW,AED,22860,KC,B-,C,ARCH,ID,202480,SO
292,RW,AED,22860,KC,C+,B,ARCH,ID,202480,FR
293,WW,AED,22860,KC,W,,ARCH,ID,202480,SO
294,RW,AED,22860,KC,B,,ARCH,ID,202480,FR
295,RW,AED,22860,KC,B+,A-,ARCH,ID,202480,SO
296,RW,AED,22860,KC,B,,ARCH,ID,202480,FR
297,RW,AED,22860,KC,B+,B+,ARCH,ID,202480,FR
298,RW,AED,22860,KC,A-,B-,ARCH,ID,202480,FR
299,RW,AED,22860,KC,A,A,ARCH,ID,202480,FR
300,RW,AED,22860,KC,A-,B+,ARCH,ID,202480,SO
301,R2,AED,22860,KC,C,C,ARCH,ID,202480,FR
302,RW,AED,22860,KC,B,A,ARCH,ID,202480,FR
303,RW,AED,22860,KC,B,B,ARCH,COMM,202480,FR
304,RW,AED,22860,KC,A,A-,ARCH,ID,202480,FR
305,W8,AED,22860,KC,,,ARCH,ID,202480,FR
306,RW,AED,22860,KC,A,B,ARCH,ARTH,202480,FR
307,W8,AED,22860,KC,,,ARCH,ID,202480,FR
308,RW,AED,22860,KC,B+,B,ARCH,ID,202510,FR
309,RW,AED,22860,KC,C+,A-,ARCH,ID,202510,FR
310,RW,AED,22860,KC,B,A-,ARCH,ID,202510,SO
311,RW,AED,22860,KC,XD,C-,ARCH,ID,202510,FR
312,RW,AED,22860,KC,A,A,ARCH,FD,202510,FR
313,RW,AED,22860,KC,A,A,ARCH,ID,202510,SO
314,RW,AED,22860,KC,C,B+,ARCH,DNST,202510,FR
315,RW,AED,22860,KC,A,A,ARCH,ID,202510,SO
316,RW,AED,22860,KC,A,A,ARCH,ARCH,202510,FR
317,RW,AED,22860,KC,B,B-,ARCH,OTH,202510,JR
318,RW,AED,22860,KC,A,A-,ARCH,ID,202580,FR
319,WW,AED,22860,KC,W,,ARCH,ID,202580,FR
320,RW,AED,22860,KC,A-,A,ARCH,ID,202580,FR
321,RW,AED,22860,KC,A-,A-,ARCH,ID,202580,FR
322,RW,AED,22860,KC,A,A,ARCH,ID,202580,SO
323,RW,AED,22860,KC,C+,C,ARCH,ID,202580,FR
324,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
325,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
326,RW,AED,22860,KC,B-,D,ARCH,ID,202580,FR
327,RW,AED,22860,KC,A-,A,ARCH,TDTP,202580,FR
328,RW,AED,22860,KC,A-,B+,ARCH,ID,202580,SO
329,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
330,RW,AED,22860,KC,A-,A-,ARCH,ID,202580,FR
331,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
332,RW,AED,22860,KC,A-,B,ARCH,ID,202580,SO
333,RW,AED,22860,KC,C,B+,ARCH,ID,202580,FR
334,RW,AED,22860,KC,A,,ARCH,ID,202580,FR
335,RW,AED,22860,KC,A-,F,ARCH,ID,202580,FR
336,RW,AED,22860,KC,A,A,ARCH,ID,202580,SO
337,RW,AED,22860,KC,B-,C+,ARCH,ID,202580,FR
338,RW,AED,22860,KC,A-,A-,ARCH,ID,202580,FR
339,RW,AED,22860,KC,C-,F,ARCH,ID,202580,FR
340,WW,AED,22860,KC,W,,ARCH,ID,202580,SO
341,RW,AED,22860,KC,A-,B+,ARCH,ID,202580,FR
342,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
343,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
344,RW,AED,22860,KC,A,A,ARCH,ID,202580,SO
345,RW,AED,22860,KC,A,A-,ARCH,ID,202580,FR
346,RW,AED,22860,KC,B+,C+,ARCH,ID,202580,FR
347,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
348,RW,AED,22860,KC,A,A-,ARCH,ID,202580,FR
349,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
350,RW,AED,22860,KC,A,C,ARCH,ID,202580,FR
351,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
352,RW,AED,22860,KC,A-,B+,ARCH,ID,202580,FR
353,RW,AED,22860,KC,D,C,ARCH,ID,202580,FR
354,RW,AED,22860,KC,A-,A-,ARCH,ID,202580,FR
355,RW,AED,22860,KC,B,B-,ARCH,ID,202580,FR
356,RW,AED,22860,KC,A,,ARCH,ID,202580,FR
357,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
358,RW,AED,22860,KC,A-,F,ARCH,OTH,202580,FR
359,RW,AED,22860,KC,A-,B+,ARCH,ID,202580,FR
360,RW,AED,22860,KC,B+,,ARCH,ID,202580,FR
361,RW,AED,22860,KC,C-,F,ARCH,ID,202580,FR
362,RW,AED,22860,KC,A-,C,ARCH,ID,202580,SO
363,RW,AED,22860,KC,B+,B,ARCH,ID,202580,FR
364,RW,AED,22860,KC,B+,,ARCH,ID,202580,FR
365,RW,AED,22860,KC,A,A,ARCH,SART,202580,JR
366,RW,AED,22860,KC,C+,C+,ARCH,ID,202580,FR
367,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
368,RW,AED,22860,KC,A-,A-,ARCH,ID,202580,FR
369,RW,AED,22860,KC,D,B,ARCH,ID,202580,FR
370,RW,AED,22860,KC,C+,B,ARCH,ID,202580,FR
371,RW,AED,22860,KC,A-,B-,ARCH,ID,202580,FR
372,RW,AED,22860,KC,C-,C,ARCH,OTH,202580,FR
373,RW,AED,22860,KC,C,B,ARCH,ID,202580,FR
374,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
375,RW,AED,22860,KC,A-,A,ARCH,ID,202580,FR
376,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
377,W8,AED,22860,KC,,,ARCH,ID,202580,SO
378,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
379,RW,AED,22860,KC,,A,ARCH,ID,202580,SO
380,RW,AED,22860,KC,A,A,ARCH,ID,202580,SO
381,RW,AED,22860,KC,B+,B+,ARCH,ID,202580,FR
382,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
383,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
384,RW,AED,22860,KC,A-,A,ARCH,ID,202580,FR
385,RW,AED,22860,KC,B+,A-,ARCH,ID,202580,FR
386,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
387,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
388,RW,AED,22860,KC,A,B+,ARCH,ID,202580,FR
389,RW,AED,22860,KC,A,A-,ARCH,ID,202580,FR
390,RW,AED,22860,KC,A,A,ARCH,ID,202580,SO
391,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
392,W8,AED,22860,KC,,,ARCH,ID,202580,FR
393,WW,AED,22860,KC,W,,ARCH,ID,202580,FR
394,RW,AED,22860,KC,C+,B,ARCH,ID,202580,FR
395,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
396,RW,AED,22860,KC,A,,ARCH,ID,202580,FR
397,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
398,RW,AED,22860,KC,C+,B,ARCH,ID,202580,SO
399,RW,AED,22860,KC,A,A,ARCH,ID,202580,FR
400,RW,AED,22860,KC,A,A,ARCH,ID,202580,SO
401,RW,AED,22860,KC,A-,,ARCH,ID,202580,FR
402,RW,AED,22860,KC,B,,ARCH,ID,202580,FR
403,RW,AED,22860,KC,,B,ARCH,ID,202610,FR
404,RW,AED,22860,KC,,A-,ARCH,OTH,202610,SO
405,RW,AED,22860,KC,,A,ARCH,ID,202610,SR
406,RW,AED,22860,KC,,,ARCH,ID,202610,FR
407,RW,AED,22860,KC,,A-,ARCH,ID,202610,FR
408,RW,AED,22860,KC,,A,ARCH,ID,202610,FR
409,RW,AED,22860,KC,,A,ARCH,ID,202610,SO
410,RW,AED,22860,KC,,A,ARCH,ID,202610,FR
411,RW,AED,22860,KC,,A,ARCH,ID,202610,SO
412,RW,AED,22860,KC,,A,ARCH,ID,202610,SO
413,WW,AED,22860,KC,W,,ARCH,ID,202610,FR
414,RW,ARCH,16841,KC,A,A,ARCH,OTH,202280,FR
415,RW,ARCH,16841,KC,B,B,ARCH,OTH,202280,FR
416,RW,ARCH,16841,KC,F,D,ARCH,OTH,202280,FR
417,RW,ARCH,16841,KC,A-,B+,ARCH,OTH,202280,SO
418,RW,ARCH,16841,KC,F,D,ARCH,OTH,202280,SO
419,RW,ARCH,16841,KC,B+,B,ARCH,OTH,202280,SO
420,RW,ARCH,16841,KC,XF,A,ARCH,OTH,202280,SO
421,RW,ARCH,16841,KC,A-,A,ARCH,OTH,202280,FR
422,RW,ARCH,16841,KC,A,,ARCH,COMA,202280,SO
423,RW,ARCH,16841,KC,B+,B,ARCH,OTH,202280,FR
424,RW,ARCH,16841,KC,A-,B,ARCH,OTH,202280,SO
425,RW,ARCH,16841,KC,A,A-,ARCH,OTH,202280,SO
426,RW,ARCH,16841,KC,A,,ARCH,OTH,202280,FR
427,RW,ARCH,16841,KC,C,B,ARCH,OTH,202280,FR
