,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class
26473,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,SR
26474,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26475,RW,COMM,17591,KC,B,C-,COMM,OTH,202480,FR
26476,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,SO
26477,RW,COMM,17591,KC,B,B+,COMM,OTH,202480,FR
26478,RW,COMM,17591,KC,A,,COMM,OTH,202480,SO
26479,ND,COMM,17591,KC,,,COMM,COMM,202480,SO
26480,RW,COMM,17591,KC,B+,,COMM,OTH,202480,FR
26481,RW,COMM,17591,KC,C-,B,COMM,VCD,202480,SO
26482,RW,COMM,17591,KC,A,,COMM,OTH,202480,SO
26483,RW,COMM,17591,KC,A,A,COMM,PR,202480,SO
26484,RW,COMM,17591,KC,B+,B,COMM,OTH,202480,FR
26485,RW,COMM,17591,KC,B+,A,COMM,OTH,202480,FR
26486,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26487,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26488,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26489,RW,COMM,17591,KC,,B+,COMM,OTH,202480,JR
26490,RW,COMM,17591,KC,B+,C+,COMM,OTH,202480,FR
26491,RW,COMM,17591,KC,B,A,COMM,OTH,202480,SO
26492,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26493,RW,COMM,17591,KC,A,C+,COMM,OTH,202480,FR
26494,RW,COMM,17591,KC,B+,A-,COMM,OTH,202480,FR
26495,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26496,RW,COMM,17591,KC,B,A-,COMM,OTH,202480,FR
26497,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26498,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,SO
26499,RW,COMM,17591,KC,B,A-,COMM,OTH,202480,FR
26500,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26501,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26502,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,FR
26503,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26504,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26505,RW,COMM,17591,KC,A,B-,COMM,OTH,202480,SO
26506,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26507,RW,COMM,17591,KC,A,F,COMM,OTH,202480,JR
26508,RW,COMM,17591,KC,A,A,COMM,DNST,202480,FR
26509,RW,COMM,17591,KC,A-,B,COMM,OTH,202480,FR
26510,RW,COMM,17591,KC,B-,,COMM,OTH,202480,JR
26511,RW,COMM,17591,KC,A,C,COMM,OTH,202480,SO
26512,RW,COMM,17591,KC,B+,A-,COMM,OTH,202480,SO
26513,RW,COMM,17591,KC,B-,C,COMM,OTH,202480,FR
26514,RW,COMM,17591,KC,A,A,COMM,COMM,202480,SO
26515,RW,COMM,17591,KC,B,,COMM,OTH,202480,JR
26516,RW,COMM,17591,KC,A,B+,COMM,OTH,202480,FR
26517,RW,COMM,17591,KC,B,B,COMM,ARCH,202480,JR
26518,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26519,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26520,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,FR
26521,RW,COMM,17591,KC,A,A,COMM,ID,202480,FR
26522,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26523,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,SO
26524,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26525,RW,COMM,17591,KC,A-,B-,COMM,OTH,202480,FR
26526,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26527,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26528,RW,COMM,17591,KC,B-,C,COMM,ID,202480,FR
26529,RW,COMM,17591,KC,A,B+,COMM,ID,202480,FR
26530,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26531,RW,COMM,17591,KC,B-,B-,COMM,OTH,202480,FR
26532,RW,COMM,17591,KC,B+,B,COMM,OTH,202480,FR
26533,RW,COMM,17591,KC,B,C,COMM,OTH,202480,FR
26534,RW,COMM,17591,KC,C,F,COMM,OTH,202480,FR
26535,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26536,RW,COMM,17591,KC,A,B,COMM,OTH,202480,FR
26537,RW,COMM,17591,KC,A,B+,COMM,OTH,202480,FR
26538,RW,COMM,17591,KC,A,A,COMM,ID,202480,FR
26539,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26540,RW,COMM,17591,KC,A-,A-,COMM,COMM,202480,FR
26541,RW,COMM,17591,KC,A,A,COMM,JNL,202480,SO
26542,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26543,RW,COMM,17591,KC,C-,C,COMM,OTH,202480,FR
26544,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26545,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26546,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26547,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26548,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26549,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26550,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26551,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26552,RW,COMM,17591,KC,C,B,COMM,OTH,202480,FR
26553,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26554,RW,COMM,17591,KC,C,B,COMM,OTH,202480,FR
26555,RW,COMM,17591,KC,B-,B,COMM,OTH,202480,JR
26556,RW,COMM,17591,KC,C,B-,COMM,OTH,202480,FR
26557,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26558,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26559,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26560,RW,COMM,17591,KC,B+,C+,COMM,OTH,202480,FR
26561,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26562,RW,COMM,17591,KC,A,B+,COMM,OTH,202480,FR
26563,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26564,RW,COMM,17591,KC,B-,A,COMM,OTH,202480,FR
26565,RW,COMM,17591,KC,C-,F,COMM,OTH,202480,FR
26566,RW,COMM,17591,KC,B,A-,COMM,OTH,202480,FR
26567,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26568,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26569,WW,COMM,17591,KC,W,D,COMM,OTH,202480,FR
26570,WW,COMM,17591,KC,W,,COMM,ARTE,202480,SO
26571,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26572,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26573,RW,COMM,17591,KC,A-,B,COMM,OTH,202480,FR
26574,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26575,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26576,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26577,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26578,WW,COMM,17591,KC,W,F,COMM,OTH,202480,SO
26579,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26580,RW,COMM,17591,KC,F,F,COMM,OTH,202480,FR
26581,RW,COMM,17591,KC,B+,F,COMM,OTH,202480,FR
26582,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26583,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26584,RW,COMM,17591,KC,A,A,COMM,ID,202480,FR
26585,RW,COMM,17591,KC,D+,A,COMM,OTH,202480,FR
26586,RW,COMM,17591,KC,A,A,COMM,ID,202480,FR
26587,RW,COMM,17591,KC,C,,COMM,OTH,202480,FR
26588,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26589,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26590,RW,COMM,17591,KC,A-,B,COMM,OTH,202480,FR
26591,RW,COMM,17591,KC,C-,B-,COMM,OTH,202480,FR
26592,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26593,RW,COMM,17591,KC,D,B+,COMM,OTH,202480,FR
26594,RW,COMM,17591,KC,F,C+,COMM,OTH,202480,FR
26595,RW,COMM,17591,KC,A,A,COMM,OTH,202480,JR
26596,RW,COMM,17591,KC,B,A,COMM,OTH,202480,JR
26597,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26598,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26599,RW,COMM,17591,KC,B,B,COMM,DMP,202480,FR
26600,RW,COMM,17591,KC,A,,COMM,ID,202480,FR
26601,RW,COMM,17591,KC,A,D,COMM,OTH,202480,SO
26602,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,SO
26603,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26604,RW,COMM,17591,KC,B,C-,COMM,ID,202480,SO
26605,RW,COMM,17591,KC,F,F,COMM,OTH,202480,FR
26606,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26607,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26608,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26609,RW,COMM,17591,KC,B+,,COMM,OTH,202480,SO
26610,RW,COMM,17591,KC,B+,,COMM,VCD,202480,FR
26611,RW,COMM,17591,KC,A-,,COMM,OTH,202480,FR
26612,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,SR
26613,RW,COMM,17591,KC,C-,D,COMM,OTH,202480,SO
26614,RW,COMM,17591,KC,B-,C,COMM,OTH,202480,SO
26615,RW,COMM,17591,KC,A-,C+,COMM,OTH,202480,SR
26616,RW,COMM,17591,KC,C,B,COMM,OTH,202480,FR
26617,RW,COMM,17591,KC,C+,B,COMM,OTH,202480,FR
26618,RW,COMM,17591,KC,D+,F,COMM,OTH,202480,FR
26619,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26620,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26621,RW,COMM,17591,KC,B,B-,COMM,OTH,202480,SO
26622,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,SO
26623,RW,COMM,17591,KC,A-,B,COMM,OTH,202480,SR
26624,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26625,RW,COMM,17591,KC,B-,B-,COMM,OTH,202480,FR
26626,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26627,RW,COMM,17591,KC,B,B-,COMM,OTH,202480,FR
26628,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26629,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26630,RW,COMM,17591,KC,B,B+,COMM,OTH,202480,FR
26631,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26632,RW,COMM,17591,KC,A,B-,COMM,OTH,202480,FR
26633,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26634,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26635,RW,COMM,17591,KC,B-,A,COMM,OTH,202480,FR
26636,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26637,RW,COMM,17591,KC,B,C+,COMM,OTH,202480,FR
26638,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26639,RW,COMM,17591,KC,C,B+,COMM,OTH,202480,FR
26640,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26641,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26642,RW,COMM,17591,KC,B-,B+,COMM,OTH,202480,FR
26643,RW,COMM,17591,KC,B-,B+,COMM,OTH,202480,FR
26644,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26645,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26646,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26647,RW,COMM,17591,KC,F,C,COMM,OTH,202480,FR
26648,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26649,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26650,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26651,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26652,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26653,RW,COMM,17591,KC,S,S,COMM,OTH,202480,FR
26654,WW,COMM,17591,KC,W,,COMM,OTH,202480,FR
26655,RW,COMM,17591,KC,F,C+,COMM,VCD,202480,JR
26656,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26657,RW,COMM,17591,KC,B,B,COMM,OTH,202480,SO
26658,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,JR
26659,RW,COMM,17591,KC,C,A-,COMM,OTH,202480,SO
26660,RW,COMM,17591,KC,B+,,COMM,OTH,202480,SO
26661,RW,COMM,17591,KC,A,A,COMM,FD,202480,FR
26662,RW,COMM,17591,KC,F,C,COMM,COMM,202480,FR
26663,RW,COMM,17591,KC,B+,,COMM,OTH,202480,FR
26664,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26665,RW,COMM,17591,KC,A-,B-,COMM,OTH,202480,FR
26666,RW,COMM,17591,KC,A-,A-,COMM,COMM,202480,FR
26667,RW,COMM,17591,KC,A,,COMM,JNL,202480,FR
26668,RW,COMM,17591,KC,C-,F,COMM,OTH,202480,SO
26669,RW,COMM,17591,KC,A,A-,COMM,DMP,202480,SO
26670,RW,COMM,17591,KC,B,C,COMM,OTH,202480,FR
26671,WW,COMM,17591,KC,W,,COMM,OTH,202480,SO
26672,RW,COMM,17591,KC,B+,C,COMM,OTH,202480,SO
26673,RW,COMM,17591,KC,A,A,COMM,JNL,202480,SO
26674,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26675,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26676,RW,COMM,17591,KC,B+,A-,COMM,OTH,202480,SO
26677,RE,COMM,17591,KC,A-,B,COMM,OTH,202480,FR
26678,RW,COMM,17591,KC,F,F,COMM,OTH,202480,SO
26679,WW,COMM,17591,KC,W,,COMM,OTH,202480,FR
26680,RW,COMM,17591,KC,C-,C-,COMM,OTH,202480,FR
26681,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26682,W8,COMM,17591,KC,,,COMM,OTH,202480,FR
26683,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26684,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26685,RW,COMM,17591,KC,B,B+,COMM,OTH,202480,FR
26686,RW,COMM,17591,KC,C+,B-,COMM,OTH,202480,FR
26687,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26688,RW,COMM,17591,KC,F,F,COMM,OTH,202480,FR
26689,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26690,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,FR
26691,RW,COMM,17591,KC,B,B,COMM,COMM,202480,FR
26692,RW,COMM,17591,KC,B,B+,COMM,OTH,202480,FR
26693,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26694,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,SO
26695,RW,COMM,17591,KC,C+,C+,COMM,OTH,202480,FR
26696,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26697,RW,COMM,17591,KC,D,F,COMM,OTH,202480,FR
26698,RW,COMM,17591,KC,A,B,COMM,OTH,202480,FR
26699,RW,COMM,17591,KC,A-,,COMM,OTH,202480,SO
26700,W8,COMM,17591,KC,,,COMM,OTH,202480,FR
26701,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26702,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,FR
26703,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26704,RW,COMM,17591,KC,C+,B+,COMM,OTH,202480,FR
26705,RW,COMM,17591,KC,B,D,COMM,OTH,202480,FR
26706,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26707,RW,COMM,17591,KC,F,A,COMM,OTH,202480,FR
26708,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26709,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26710,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26711,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26712,RW,COMM,17591,KC,B-,B+,COMM,OTH,202480,FR
26713,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26714,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26715,RW,COMM,17591,KC,A-,,COMM,OTH,202480,FR
26716,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26717,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,FR
26718,RW,COMM,17591,KC,C-,B,COMM,OTH,202480,FR
26719,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26720,RW,COMM,17591,KC,B+,,COMM,OTH,202480,FR
26721,RW,COMM,17591,KC,B,A-,COMM,OTH,202480,FR
26722,RW,COMM,17591,KC,C-,B-,COMM,OTH,202480,FR
26723,RW,COMM,17591,KC,B+,A,COMM,OTH,202480,FR
26724,RW,COMM,17591,KC,B,,COMM,OTH,202480,FR
26725,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26726,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26727,WD,COMM,17591,KC,W,F,COMM,OTH,202480,FR
26728,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26729,RW,COMM,17591,KC,B,C-,COMM,OTH,202480,FR
26730,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26731,RW,COMM,17591,KC,C+,D,COMM,OTH,202480,FR
26732,RW,COMM,17591,KC,A,B,COMM,OTH,202480,FR
26733,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26734,WW,COMM,17591,KC,W,,COMM,OTH,202480,FR
26735,RW,COMM,17591,KC,A-,B,COMM,OTH,202480,FR
26736,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26737,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26738,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26739,RW,COMM,17591,KC,D,A,COMM,OTH,202480,SO
26740,RW,COMM,17591,KC,A-,B+,COMM,OTH,202480,FR
26741,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26742,RW,COMM,17591,KC,F,,COMM,OTH,202480,SO
26743,ND,COMM,17591,KC,,,COMM,OTH,202480,FR
26744,RW,COMM,17591,KC,F,B,COMM,OTH,202480,FR
26745,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26746,RW,COMM,17591,KC,C+,C-,COMM,OTH,202480,FR
26747,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26748,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26749,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26750,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26751,SF,COMM,17591,KC,SF,D,COMM,OTH,202480,FR
26752,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26753,RW,COMM,17591,KC,A-,C+,COMM,OTH,202480,FR
26754,RW,COMM,17591,KC,A,B+,COMM,OTH,202480,FR
26755,RW,COMM,17591,KC,B-,,COMM,OTH,202480,SO
26756,RW,COMM,17591,KC,D,B+,COMM,OTH,202480,FR
26757,RW,COMM,17591,KC,A-,,COMM,OTH,202480,FR
26758,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26759,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26760,WW,COMM,17591,KC,W,,COMM,JNL,202480,JR
26761,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26762,RW,COMM,17591,KC,D,B+,COMM,OTH,202480,FR
26763,RW,COMM,17591,KC,B+,F,COMM,OTH,202480,FR
26764,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26765,RW,COMM,17591,KC,A,A,COMM,DMP,202480,SO
26766,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,FR
26767,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26768,RW,COMM,17591,KC,A,,COMM,OTH,202480,FR
26769,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26770,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26771,RW,COMM,17591,KC,A,B+,COMM,OTH,202480,SO
26772,RW,COMM,17591,KC,B,A,COMM,OTH,202480,FR
26773,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26774,RW,COMM,17591,KC,A,,COMM,OTH,202480,SO
26775,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26776,WW,COMM,17591,KC,W,F,COMM,OTH,202480,SO
26777,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26778,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26779,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,FR
26780,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26781,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,JR
26782,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26783,RW,COMM,17591,KC,D,,COMM,OTH,202480,SO
26784,W8,COMM,17591,KC,,,COMM,OTH,202480,FR
26785,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26786,RW,COMM,17591,KC,A,,COMM,OTH,202480,SO
26787,RW,COMM,17591,KC,B-,B,COMM,ID,202480,FR
26788,RW,COMM,17591,KC,F,F,COMM,OTH,202480,FR
26789,RW,COMM,17591,KC,S,S,COMM,ARTE,202480,JR
26790,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26791,RW,COMM,17591,KC,B,B,COMM,OTH,202480,FR
26792,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26793,RW,COMM,17591,KC,B-,D,COMM,OTH,202480,FR
26794,RW,COMM,17591,KC,F,F,COMM,COMM,202480,SO
26795,WW,COMM,17591,KC,W,F,COMM,OTH,202480,FR
26796,RW,COMM,17591,KC,A-,B+,COMM,OTH,202480,FR
26797,WW,COMM,17591,KC,W,,COMM,OTH,202480,FR
26798,RW,COMM,17591,KC,C+,B+,COMM,OTH,202480,SO
26799,RW,COMM,17591,KC,B+,A,COMM,OTH,202480,SO
26800,RW,COMM,17591,KC,B,B,COMM,PR,202480,SO
26801,RW,COMM,17591,KC,A-,B+,COMM,PR,202480,JR
26802,SF,COMM,17591,KC,SF,B,COMM,OTH,202480,SO
26803,RW,COMM,17591,KC,B+,A-,COMM,OTH,202480,FR
26804,RW,COMM,17591,KC,,A,COMM,OTH,202480,FR
26805,RW,COMM,17591,KC,A,B,COMM,OTH,202480,FR
26806,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,SO
26807,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26808,RW,COMM,17591,KC,B-,C+,COMM,OTH,202480,SO
26809,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26810,RW,COMM,17591,KC,F,F,COMM,OTH,202480,SO
26811,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26812,RW,COMM,17591,KC,C,C,COMM,FM,202480,SR
26813,WW,COMM,17591,KC,W,C,COMM,ARTE,202480,SO
26814,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26815,RW,COMM,17591,KC,A,A,COMM,OTH,202480,JR
26816,RW,COMM,17591,KC,A,A,COMM,DMP,202480,SR
26817,RW,COMM,17591,KC,A-,B+,COMM,OTH,202480,FR
26818,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26819,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26820,RW,COMM,17591,KC,C-,F,COMM,OTH,202480,FR
26821,RW,COMM,17591,KC,C,C,COMM,OTH,202480,FR
26822,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26823,W8,COMM,17591,KC,,,COMM,OTH,202480,FR
26824,RW,COMM,17591,KC,B,B-,COMM,OTH,202480,FR
26825,RW,COMM,17591,KC,A,B,COMM,OTH,202480,FR
26826,RW,COMM,17591,KC,A-,B+,COMM,OTH,202480,FR
26827,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26828,RW,COMM,17591,KC,B+,A,COMM,OTH,202480,FR
26829,RW,COMM,17591,KC,C-,C,COMM,OTH,202480,FR
26830,RW,COMM,17591,KC,A-,A-,COMM,OTH,202480,FR
26831,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26832,RW,COMM,17591,KC,B+,A-,COMM,OTH,202480,FR
26833,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,FR
26834,RW,COMM,17591,KC,C+,B+,COMM,OTH,202480,FR
26835,RW,COMM,17591,KC,C+,D,COMM,OTH,202480,FR
26836,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26837,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26838,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26839,RW,COMM,17591,KC,C,D,COMM,OTH,202480,FR
26840,RW,COMM,17591,KC,A,A,COMM,OTH,202480,FR
26841,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26842,RW,COMM,17591,KC,B,B+,COMM,OTH,202480,FR
26843,RW,COMM,17591,KC,B-,F,COMM,OTH,202480,FR
26844,RW,COMM,17591,KC,,A,COMM,OTH,202480,FR
26845,WW,COMM,17591,KC,W,,COMM,OTH,202480,FR
26846,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,FR
26847,RW,COMM,17591,KC,S,S,COMM,OTH,202480,FR
26848,RW,COMM,17591,KC,C+,F,COMM,OTH,202480,FR
26849,RW,COMM,17591,KC,F,F,COMM,OTH,202480,FR
26850,RW,COMM,17591,KC,B,A-,COMM,OTH,202480,FR
26851,RW,COMM,17591,KC,B,A-,COMM,OTH,202480,JR
26852,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,SO
26853,RW,COMM,17591,KC,A-,C,COMM,VCD,202480,SO
26854,RW,COMM,17591,KC,B,A,COMM,ID,202480,FR
26855,RW,COMM,17591,KC,B,D,COMM,OTH,202480,SO
26856,RW,COMM,17591,KC,B+,B-,COMM,OTH,202480,FR
26857,RW,COMM,17591,KC,B+,B+,COMM,VCD,202480,FR
26858,RW,COMM,17591,KC,B-,B+,COMM,OTH,202480,FR
26859,RW,COMM,17591,KC,C,B-,COMM,DMP,202480,FR
26860,RW,COMM,17591,KC,B-,D+,COMM,OTH,202480,FR
26861,RW,COMM,17591,KC,C,C-,COMM,JNL,202480,SO
26862,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26863,RW,COMM,17591,KC,C-,A,COMM,OTH,202480,SO
26864,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26865,RW,COMM,17591,KC,A,A,COMM,OTH,202480,SO
26866,RW,COMM,17591,KC,A,A-,COMM,OTH,202480,FR
26867,RW,COMM,17591,KC,A,B,COMM,OTH,202480,FR
26868,RW,COMM,17591,KC,A-,A-,COMM,DMP,202480,JR
26869,RW,COMM,17591,KC,B+,B+,COMM,OTH,202480,FR
26870,RW,COMM,17591,KC,A,A,COMM,VCD,202480,FR
26871,ND,COMM,17591,KC,,,COMM,OTH,202480,SO
26872,RW,COMM,17591,KC,B-,A-,COMM,OTH,202480,FR
26873,RW,COMM,17591,KC,A-,,COMM,OTH,202480,SO
26874,RW,COMM,17591,KC,A-,B+,COMM,ID,202480,FR
26875,RW,COMM,17591,KC,A-,A,COMM,OTH,202480,FR
26876,RW,COMM,17591,KC,C+,B,COMM,OTH,202480,JR
